compound_name,smiles,canonical_smiles,inchikey,source_dataset,source_record_id,column_name,column_chemistry,stationary_phase_type,mobile_phase_a,mobile_phase_b,ph,gradient_profile,initial_organic_pct,final_organic_pct,gradient_duration_min,total_runtime_min,temperature_c,flow_ml_min,injection_ul,ion_mode,precursor_mz,product_mz,rt_min,peak_area,peak_height,sn_ratio,tailing_factor,asymmetry,resolution,matrix,success_flag,quality_score,notes,missing_fields_count
Butyl paraben,CCCCOC(=O)C1=CC=C(C=C1)O,CCCCOC(=O)C1=CC=C(C=C1)O,QFOHBWFCKVYLES-UHFFFAOYSA-N,RepoRT:0017,0017_00147,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.7,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
2-Hyroxybiphenyl,C1=CC=C(C=C1)C2=CC=CC=C2O,C1=CC=C(C=C1)C2=CC=CC=C2O,LLEMOWNGBBNAJR-UHFFFAOYSA-N,RepoRT:0017,0017_00148,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,25.8,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Testosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,MUMGGOZAMZWBJJ-UHFFFAOYSA-N,RepoRT:0017,0017_00149,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,25.0,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Diethylstilbestrol,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,RGLYKWWBQGJZGM-UHFFFAOYSA-N,RepoRT:0017,0017_00150,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.9,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Genistein,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN-UHFFFAOYSA-N,RepoRT:0017,0017_00151,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,23.1,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Daidzein,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,RepoRT:0017,0017_00152,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,21.7,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Canrenone,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C,UJVLDDZCTMKXJK-UHFFFAOYSA-N,RepoRT:0017,0017_00153,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.6,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Androstenedione,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C,AEMFNILZOJDQLW-UHFFFAOYSA-N,RepoRT:0017,0017_00154,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Epiandrosterone,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,QGXBDMJGAMFCBF-UHFFFAOYSA-N,RepoRT:0017,0017_00155,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,26.5,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Triethyl citrate,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,DOOTYTYQINUNNV-UHFFFAOYSA-N,RepoRT:0017,0017_00156,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,21.0,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
"4-Amino-N,N-dimethylbenzenesulfonamide",CN(C)S(=O)(=O)C1=CC=C(C=C1)N,CN(C)S(=O)(=O)C1=CC=C(C=C1)N,BABGMPQXLCJMSK-UHFFFAOYSA-N,RepoRT:0017,0017_00157,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,16.1,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
2-Methylbenzothiazole,CC1=NC2=CC=CC=C2S1,CC1=NC2=CC=CC=C2S1,DXYYSGDWQCSKKO-UHFFFAOYSA-N,RepoRT:0017,0017_00158,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,22.8,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Phenylbenzimidazolesulfonic acid,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O,UVCJGUGAGLDPAA-UHFFFAOYSA-N,RepoRT:0017,0017_00159,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,14.8,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
2-Mercapto benzimidazole,C1=CC=C2C(=C1)NC(=S)N2,C1=CC=C2C(=C1)NC(=S)N2,YHMYGUUIMTVXNW-UHFFFAOYSA-N,RepoRT:0017,0017_00160,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,16.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Triphenyl phosphate,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,XZZNDPSIHUTMOC-UHFFFAOYSA-N,RepoRT:0017,0017_00161,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,26.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
"N,N-Diethyl-m-toluamide",CCN(CC)C(=O)C1=CC=CC(=C1)C,CCN(CC)C(=O)C1=CC=CC(=C1)C,MMOXZBCLCQITDF-UHFFFAOYSA-N,RepoRT:0017,0017_00162,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,23.2,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
1H-Benzotriazole,C1=CC2=NNN=C2C=C1,C1=CC2=NNN=C2C=C1,QRUDEWIWKLJBPS-UHFFFAOYSA-N,RepoRT:0017,0017_00163,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,16.8,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Di(ethylhexyl) phthalate,CCCCCC(CC)OC(=O)C1=CC=CC=C1C(=O)OC(CC)CCCCC,CCCCCC(CC)OC(=O)C1=CC=CC=C1C(=O)OC(CC)CCCCC,JDFWAYHAYKODRR-UHFFFAOYSA-N,RepoRT:0017,0017_00164,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,31.6,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
N-Butylbenzenesulfonamide,CCCCNS(=O)(=O)C1=CC=CC=C1,CCCCNS(=O)(=O)C1=CC=CC=C1,IPRJXAGUEGOFGG-UHFFFAOYSA-N,RepoRT:0017,0017_00165,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,25.1,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Dibutyl phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,RepoRT:0017,0017_00166,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,27.1,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
2-Isopropylthioxanthon,CC(C)C1=C2C(=CC=C1)SC3=CC=CC=C3C2=O,CC(C)C1=C2C(=CC=C1)SC3=CC=CC=C3C2=O,YIKSHDNOAYSSPX-UHFFFAOYSA-N,RepoRT:0017,0017_00167,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,28.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
5-Methyl-1H-benzotriazole,CC1=CC2=NNN=C2C=C1,CC1=CC2=NNN=C2C=C1,LRUDIIUSNGCQKF-UHFFFAOYSA-N,RepoRT:0017,0017_00168,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,19.4,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
4-Benzophenone,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O,CXVGEDCSTKKODG-UHFFFAOYSA-N,RepoRT:0017,0017_00169,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,21.0,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Iodopropynyl butylcarbamate,CCCCNC(=O)OCC#CI,CCCCNC(=O)OCC#CI,WYVVKGNFXHOCQV-UHFFFAOYSA-N,RepoRT:0017,0017_00170,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,23.0,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
p-Toluenesulfonamide,CC1=CC=C(C=C1)S(=O)(=O)N,CC1=CC=C(C=C1)S(=O)(=O)N,LMYRWZFENFIFIT-UHFFFAOYSA-N,RepoRT:0017,0017_00171,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,16.7,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Tri(butoxyethyl)phosphate,CCCCOC(C)OP(=O)(OC(C)OCCCC)OC(C)OCCCC,CCCCOC(C)OP(=O)(OC(C)OCCCC)OC(C)OCCCC,BGNTUSKZDOUZCZ-UHFFFAOYSA-N,RepoRT:0017,0017_00172,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,27.2,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Triclocarban,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,ICUTUKXCWQYESQ-UHFFFAOYSA-N,RepoRT:0017,0017_00173,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,26.8,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Triisobutyl phosphate,CC(C)COP(=O)(OCC(C)C)OCC(C)C,CC(C)COP(=O)(OCC(C)C)OCC(C)C,HRKAMJBPFPHCSD-UHFFFAOYSA-N,RepoRT:0017,0017_00174,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,26.7,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Tris(1-chloro-2-propyl)phosphate,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,KVMPUXDNESXNOH-UHFFFAOYSA-N,RepoRT:0017,0017_00175,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.5,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
4-Methylumbelliferone,CC1=CC(=O)OC2=C1C=CC(=C2)O,CC1=CC(=O)OC2=C1C=CC(=C2)O,HSHNITRMYYLLCV-UHFFFAOYSA-N,RepoRT:0017,0017_00176,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,20.1,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Triphenylphosphine oxid,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,FIQMHBFVRAXMOP-UHFFFAOYSA-N,RepoRT:0017,0017_00177,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,23.9,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
"4(1H)-Pyrimidinone, 6-methyl-2-(1-methylethyl)-",CC1=CC(=O)NC(=N1)C(C)C,CC1=CC(=O)NC(=N1)C(C)C,AJPIUNPJBFBUKK-UHFFFAOYSA-N,RepoRT:0017,0017_00178,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,12.4,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
"Benzenesulfonamide, N-ethyl-4-methyl-",CCNS(=O)(=O)C1=CC=C(C=C1)C,CCNS(=O)(=O)C1=CC=C(C=C1)C,OHPZPBNDOVQJMH-UHFFFAOYSA-N,RepoRT:0017,0017_00179,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,21.2,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
2-(Methylthio)benzothiazole,CSC1=NC2=CC=CC=C2S1,CSC1=NC2=CC=CC=C2S1,UTBVIMLZIRIFFR-UHFFFAOYSA-N,RepoRT:0017,0017_00180,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.8,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
4-Hydroxybenzotriazole,C1=CC2=NNN=C2C(=C1)O,C1=CC2=NNN=C2C(=C1)O,JMTMSDXUXJISAY-UHFFFAOYSA-N,RepoRT:0017,0017_00181,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,13.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
2-Octyl-4-isothiazolin-3-one,CCCCCCCCN1C(=O)C=CS1,CCCCCCCCN1C(=O)C=CS1,JPMIIZHYYWMHDT-UHFFFAOYSA-N,RepoRT:0017,0017_00182,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,25.1,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Tris(2-chloroethyl)phosphate,C(CCl)OP(=O)(OCCCl)OCCCl,C(CCl)OP(=O)(OCCCl)OCCCl,HQUQLFOMPYWACS-UHFFFAOYSA-N,RepoRT:0017,0017_00183,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,21.6,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Monobenzyl phthalate,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2C(=O)O,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2C(=O)O,XIKIUQUXDNHBFR-UHFFFAOYSA-N,RepoRT:0017,0017_00184,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,23.5,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Monoethyl phthalate,CCOC(=O)C1=CC=CC=C1C(=O)O,CCOC(=O)C1=CC=CC=C1C(=O)O,YWWHKOHZGJFMIE-UHFFFAOYSA-N,RepoRT:0017,0017_00185,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,19.9,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Mono-iso-butyl phthalate,CC(C)COC(=O)C1=CC=CC=C1C(=O)O,CC(C)COC(=O)C1=CC=CC=C1C(=O)O,RZJSUWQGFCHNFS-UHFFFAOYSA-N,RepoRT:0017,0017_00186,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,23.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
