compound_name,smiles,canonical_smiles,inchikey,source_dataset,source_record_id,column_name,column_chemistry,stationary_phase_type,mobile_phase_a,mobile_phase_b,ph,gradient_profile,initial_organic_pct,final_organic_pct,gradient_duration_min,total_runtime_min,temperature_c,flow_ml_min,injection_ul,ion_mode,precursor_mz,product_mz,rt_min,peak_area,peak_height,sn_ratio,tailing_factor,asymmetry,resolution,matrix,success_flag,quality_score,notes,missing_fields_count
Ancymidol,COC1=CC=C(C=C1)C(C2CC2)(C3=CN=CN=C3)O,COC1=CC=C(C=C1)C(C2CC2)(C3=CN=CN=C3)O,HUTDUHSNJYTCAR-UHFFFAOYSA-N,RepoRT:0045,0045_00050,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,7.72,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Androstenediol (AED),CC12CCC3C(C1CCC2O)CC=C4C3(CCC(C4)O)C,CC12CCC3C(C1CCC2O)CC=C4C3(CCC(C4)O)C,QADHLRWLCPCEKT-UHFFFAOYSA-N,RepoRT:0045,0045_00051,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,12.92,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Anilofos,CC(C)N(C1=CC=C(C=C1)Cl)C(=O)CSP(=S)(OC)OC,CC(C)N(C1=CC=C(C=C1)Cl)C(=O)CSP(=S)(OC)OC,NXQDBZGWYSEGFL-UHFFFAOYSA-N,RepoRT:0045,0045_00052,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,11.74,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,METKIMKYRPQLGS-UHFFFAOYSA-N,RepoRT:0045,0045_00053,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,8.74,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Atorvastatin,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,XUKUURHRXDUEBC-UHFFFAOYSA-N,RepoRT:0045,0045_00054,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,12.02,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Atrazine,CCNC1=NC(=NC(=N1)Cl)NC(C)C,CCNC1=NC(=NC(=N1)Cl)NC(C)C,MXWJVTOOROXGIU-UHFFFAOYSA-N,RepoRT:0045,0045_00055,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,9.34,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Azaconazole,C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,AKNQMEBLVAMSNZ-UHFFFAOYSA-N,RepoRT:0045,0045_00056,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,9.01,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Azamethiphos,COP(=O)(OC)SCN1C2=C(C=C(C=N2)Cl)OC1=O,COP(=O)(OC)SCN1C2=C(C=C(C=N2)Cl)OC1=O,VNKBTWQZTQIWDV-UHFFFAOYSA-N,RepoRT:0045,0045_00057,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,7.22,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Azaperol,C1CN(CCN1CCCC(C2=CC=C(C=C2)F)O)C3=CC=CC=N3,C1CN(CCN1CCCC(C2=CC=C(C=C2)F)O)C3=CC=CC=N3,LVXYAFNPMXCRJI-UHFFFAOYSA-N,RepoRT:0045,0045_00058,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,4.96,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Azaperone,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,XTKDAFGWCDAMPY-UHFFFAOYSA-N,RepoRT:0045,0045_00059,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,5.63,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Azinphos-ethyl,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,RQVGAIADHNPSME-UHFFFAOYSA-N,RepoRT:0045,0045_00060,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,10.84,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Azinphos-methyl,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,CJJOSEISRRTUQB-UHFFFAOYSA-N,RepoRT:0045,0045_00061,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,10.12,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Azithromycin,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,MQTOSJVFKKJCRP-UHFFFAOYSA-N,RepoRT:0045,0045_00062,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,6.2,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Azoxystrobin,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,WFDXOXNFNRHQEC-UHFFFAOYSA-N,RepoRT:0045,0045_00063,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,10.62,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Beclometasone dipropionate,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,KUVIULQEHSCUHY-UHFFFAOYSA-N,RepoRT:0045,0045_00064,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,12.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Benalaxyl,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2,CJPQIRJHIZUAQP-UHFFFAOYSA-N,RepoRT:0045,0045_00065,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,11.71,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Benazolin,C1=CC2=C(C(=C1)Cl)N(C(=O)S2)CC(=O)O,C1=CC2=C(C(=C1)Cl)N(C(=O)S2)CC(=O)O,HYJSGOXICXYZGS-UHFFFAOYSA-N,RepoRT:0045,0045_00066,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,4.59,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Bendiocarb,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,XEGGRYVFLWGFHI-UHFFFAOYSA-N,RepoRT:0045,0045_00067,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,7.43,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Benfuracarb,CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC2=C(CC(C2)(C)C)C=C1,CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC2=C(CC(C2)(C)C)C=C1,AZFSQEHQRFLFOH-UHFFFAOYSA-N,RepoRT:0045,0045_00068,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,12.63,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Benomyl,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,RIOXQFHNBCKOKP-UHFFFAOYSA-N,RepoRT:0045,0045_00069,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,11.59,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Benoxacor,CC1COC2=CC=CC=C2N1C(=O)C(Cl)Cl,CC1COC2=CC=CC=C2N1C(=O)C(Cl)Cl,PFJJMJDEVDLPNE-UHFFFAOYSA-N,RepoRT:0045,0045_00070,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,9.47,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Bensulfuron methyl,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC,XMQFTWRPUQYINF-UHFFFAOYSA-N,RepoRT:0045,0045_00071,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,9.29,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Bensulide,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,RRNIZKPFKNDSRS-UHFFFAOYSA-N,RepoRT:0045,0045_00072,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,11.54,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Bentazon,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,RepoRT:0045,0045_00073,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,3.68,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Benzocaine,CCOC(=O)C1=CC=C(C=C1)N,CCOC(=O)C1=CC=C(C=C1)N,BLFLLBZGZJTVJG-UHFFFAOYSA-N,RepoRT:0045,0045_00074,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,6.38,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Benzoximate,CCOC(=O)C1=CC=C(C=C1)N,CCOC(=O)C1=CC=C(C=C1)N,BLFLLBZGZJTVJG-UHFFFAOYSA-N,RepoRT:0045,0045_00075,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,12.06,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Benzyl butyl phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,IRIAEXORFWYRCZ-UHFFFAOYSA-N,RepoRT:0045,0045_00076,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,12.39,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Betamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,UREBDLICKHMUKA-UHFFFAOYSA-N,RepoRT:0045,0045_00077,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,9.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
